OBJECTID,STREET_DIR,L_LADD,L_LSRC,L_HADD,L_HSRC,R_LADD,R_LSRC,R_HADD,R_HSRC,L_POSTAL,R_POSTAL,STREET_CLA,ONEWAY,ONEWAY_DIR,DATA_ADD1,DATE_EDIT,COMMENTS,WIDTH,GGM_ID,STATUS,CHECK_,SECT_NO,SECT_OLD,ROAD_NAME_ID,SEGMENT_ID,STREET_NAME,STREET_TYPE,STREET_DIR_PREFIX,STREET_TYPE_PREFIX,ALIAS_ST_D,JURISDICTION,FULL_STREET_NAME,ROUTE,L_MUNC_ID,R_MUNC_ID,L_MUNC_FULL,R_MUNC_FULL,END_DATE,ENG_CLASS,SPEED_LIMIT,HEIGHT_LIMIT,PLAN_CLASS,WEIGHT_LIMIT,PLOW_PR,ENTRY_UID,ENTRY_WHEN,GISID,DATA_ADD,TOP_ALIAS,GLOBALID,PARENTID,NUM_PASSES,WINTER_ZON,ResurfacingStage,SHAPESTLength
1,,2120,I,2172,I,2121,I,2173,I, , ,U,,,19970828,19990217, ,0, , ,0,2576, ,782,8824,NIGHTSTAR,DR,,,,M,NIGHTSTAR DR,NIGHTSTAR DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:05+00,2576,1970/01/01 00:00:00+00,,{ED4E51AA-EC83-486A-8FDC-340AD182B946},,2,P29,,177.278331594437
2,,2650,I,2666,I,2651,I,2667,I, , ,3,,,19970828,20011123, ,0, , ,0,2577, ,1304,8882,WESTOAK TRAILS,BLVD,,,,M,WESTOAK TRAILS BLVD,WESTOAK TRAILS BLVD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,C,,2,RDEAN,2017/11/28 12:55:57+00,2577,1970/01/01 00:00:00+00,,{A7D79B71-43ED-4ADA-991C-7422F95BAFC4},,2,Z12,,67.6136449251534
3,,2084,K,2100,K,2085,K,2101,K, , ,U,,,19970711,19990217, ,0, , ,0,2578, ,975,8327,ROSEHILL,DR,,,,M,ROSEHILL DR,ROSEHILL DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:55:58+00,2578,1970/01/01 00:00:00+00,,{CFB9446F-A52A-4A77-A76F-BB9A01C4A547},,2,P29,,86.6002231115852
5,, ,K, ,K,,K,,K, , ,4,,,19970711,19980528, ,0, , ,0,2580, ,899,8309,POSTMASTER,DR,,,,M,POSTMASTER DR,POSTMASTER DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,C,,2,RDEAN,2017/11/28 12:22:44+00,2580,1970/01/01 00:00:00+00,,{89F831E4-739C-4891-8101-FCE0B4F6069E},,2,Z11,,76.5150284326159
6,,2060,K,2100,K,2059,K,2099,K, , ,U,,,19980528,19980528, ,0, , ,0,2581, ,440,8916,GOLDEN ORCHARD,TRAIL,,,,M,GOLDEN ORCHARD TRAIL,GOLDEN ORCHARD TRAIL,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:55:58+00,2581,1970/01/01 00:00:00+00,,{6EC6524A-707F-495B-A1A7-C07A093D1BA9},,2,P29,,145.558221907611
7,,2102,K,2134,K,2103,K,2135,K, , ,U,,,19970711,20010223, ,0, , ,0,2582, ,975,8829,ROSEHILL,DR,,,,M,ROSEHILL DR,ROSEHILL DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:32+00,2582,1970/01/01 00:00:00+00,,{4FFD5941-A92A-40DB-9451-4221D6695B39},,2,P29,,77.0712403295053
8,,2136,K,2168,K,2137,K,2169,K, , ,U,,,19970711,19990217, ,0, , ,0,2583, ,975,8829,ROSEHILL,DR,,,,M,ROSEHILL DR,ROSEHILL DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:55:59+00,2583,1970/01/01 00:00:00+00,,{CB65690A-E69D-4C5C-A4F3-D2C25A445D17},,2,P29,,101.348089089464
9,,2174,I,2284,I,2175,I,2285,I, , ,U,,,19970828,19990217, ,0, , ,0,2584, ,867,8830,PELL,CRES,,,,M,PELL CRES,PELL CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:06+00,2584,1970/01/01 00:00:00+00,,{CF41A153-C5C0-4C38-897F-64ED265BE7A8},,2,P29,,274.975717085747
10,,2001,K,2065,I,2000,I,2066,K, , ,U,,,19970828,20010223, ,0, , ,0,2585, ,656,8832,LAURELCREST,PL,,,,M,LAURELCREST PL,LAURELCREST PL,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:00+00,2585,1970/01/01 00:00:00+00,,{E3D86D72-36C3-4744-A0A4-395EC64E907D},,2,P29,,257.954107600038
11,,2190,I,2218,K,2191,I,2219,K, , ,U,,,19970828, , ,0, , ,0,2586, ,1121,8833,STILLMEADOW,RD,,,,M,STILLMEADOW RD,STILLMEADOW RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:56:00+00,2586,1970/01/01 00:00:00+00,,{73DF52A7-31BD-4E76-B710-D0F5C8521A79},,1,Z12,,75.5328464251098
12,,2174,I,2188,K,2175,I,2189,K, , ,U,,,19970828, , ,0, , ,0,2587, ,1121,8831,STILLMEADOW,RD,,,,M,STILLMEADOW RD,STILLMEADOW RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:56:01+00,2587,1970/01/01 00:00:00+00,,{0C6C4302-1E78-43AD-99D0-F5A3FB001921},,1,Z12,,60.2597480662339
13,,2036,K,2118,K,2037,K,2117,K, , ,U,,,19970828,19990217, ,0, , ,0,2588, ,428,8834,GLENHAMPTON,RD,,,,M,GLENHAMPTON RD,GLENHAMPTON RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,3,RDEAN,2017/11/28 13:13:06+00,2588,1970/01/01 00:00:00+00,,{92086270-EFAF-4C33-B7C7-286B300224BF},,2,P29,,274.65314302446
14,,2120,K,2142,K,2121,K,2141,K, , ,U,,,19980528,19980528, ,0, , ,0,2589, ,440,8917,GOLDEN ORCHARD,TRAIL,,,,M,GOLDEN ORCHARD TRAIL,GOLDEN ORCHARD TRAIL,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:30:53+00,2589,1970/01/01 00:00:00+00,,{5117754A-4753-45B8-950C-649EE976F09B},,2,P29,,64.3171632471776
15,,2144,I,2164,I,2143,I,2163,I, , ,U,,,19980528,19980528, ,0, , ,0,2590, ,1244,8918,VILLAGE SQUIRE,LANE,,,,M,VILLAGE SQUIRE LANE,VILLAGE SQUIRE LANE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:30:53+00,2590,1970/01/01 00:00:00+00,,{099A79F1-F58C-4049-A952-0F406E5859D0},,2,P29,,99.2108227590421
16,,2300,K,2344,I,2301,I,2345,I,,,U,,,,,,,,,,100101,,849,0,PARKGLEN,AVE,,,,M,PARKGLEN AVE,PARKGLEN AVE,FCGKZ,FCGKZ,OAKVILLE,OAKVILLE,1970/01/01 00:00:00+00,4,50,,,,3,RDEAN,2017/11/28 12:39:13+00,100101,1970/01/01 00:00:00+00,,{D6842CE9-BCA6-4A84-814D-A7A32FF3A24D},,2,P29,,132.564851928559
17,,2152,I,2214,K,2153,I,2215,K, , ,U,,,20030128,20030128, ,0, , ,0,4145, ,600,0,KINGSRIDGE,DR,,,,M,KINGSRIDGE DR,KINGSRIDGE DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,2,RDEAN,2017/11/28 12:47:32+00,4145,1970/01/01 00:00:00+00,,{0DE3E121-8F31-4E20-B633-D1E4516660BD},,1,Z12,,205.905580038197
18,,2416,K,2442,K,2415,K,2441,K, , ,U,,,20030128,20040402, ,0, , ,0,4280, ,196,0,CASTLEBROOK,RD,,,,M,CASTLEBROOK RD,CASTLEBROOK RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:07+00,4280,1970/01/01 00:00:00+00,,{3172998F-795C-4088-87A1-E741E4449BC8},,2,P29,,100.632817708805
19,,2246,K,2264,K,2247,K,2265,K, , ,U,,,19960409,20010223, ,0,6010, ,3,2790, ,1060,4098,SHIPWRIGHT,RD,,,,M,SHIPWRIGHT RD,SHIPWRIGHT RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,3,RDEAN,2017/11/28 13:13:07+00,2790,1970/01/01 00:00:00+00,,{9C343C58-4905-4EEB-AEFD-0DECB901E172},,2,P13,,54.5263358237146
20,,1360,K,1458,K,1361,K,1459,K, , ,U,,,19960409,20010223, ,0,6661, ,3,2791,10300,1114,4150,STATIONMASTER,LANE,,,,M,STATIONMASTER LANE,STATIONMASTER LANE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:01+00,2791,1970/01/01 00:00:00+00,,{23748EFC-6DE7-4BFF-8D17-DC48D45DE606},,2,P13,,383.648892411246
21,,1392,K,1430,K,1393,K,1431,K, , ,3,,,19960409,20021203, ,0,6675, ,3,2792,01150,516,4124,HERITAGE,WAY,,,,M,HERITAGE WAY,HERITAGE WAY,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,C,,2,RDEAN,2017/11/28 12:22:44+00,2792,1970/01/01 00:00:00+00,,{A2311692-9458-43BB-9831-3523B11875B3},,2,Z7,,179.488036275122
22,,1350,K,1390,K,1351,K,1391,K, , ,3,,,19960409,19990218, ,0,6670, ,3,2793,01150,516,4135,HERITAGE,WAY,,,,M,HERITAGE WAY,HERITAGE WAY,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,C,,2,RDEAN,2017/11/28 12:30:54+00,2793,1970/01/01 00:00:00+00,,{1C43515B-B028-4AEB-99BC-5ED35B86AD27},,2,Z7,,181.803836006592
23,,2472,K,2526,K,2473,K,2527,K, , ,U,,,19981030,20010223, ,0, , ,0,3488, ,681,8981,LOGAN,AVE,,,,M,LOGAN AVE,LOGAN AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:08+00,3488,1970/01/01 00:00:00+00,,{E3F990E2-259F-4B88-8552-9CCF34D2B7F1},,2,P26,,156.904107735964
24,,2456,K,2470,K,2457,K,2471,K, , ,U,,,19981030,19990510, ,0, , ,0,3489, ,681,8983,LOGAN,AVE,,,,M,LOGAN AVE,LOGAN AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:33+00,3489,1970/01/01 00:00:00+00,,{4C9333D1-05EA-4FAD-87D3-7D118CEEBE76},,2,P26,,79.9036776232659
26,,2398,K,2418,K,2397,K,2419,K, , ,3,,,19970724,20010621, ,0, , ,0,3493, ,1304,8154,WESTOAK TRAILS,BLVD,,,,M,WESTOAK TRAILS BLVD,WESTOAK TRAILS BLVD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,C,,2,RDEAN,2017/11/28 12:56:02+00,3493,1970/01/01 00:00:00+00,,{BAAAB76A-7449-4B9F-8AA7-9C34792EA03F},,2,Z12,,63.4240078363718
27,,2420,K,2444,K,2421,K,2445,K, , ,3,,,19970724,20010621, ,0, , ,0,3494, ,1304,8154,WESTOAK TRAILS,BLVD,,,,M,WESTOAK TRAILS BLVD,WESTOAK TRAILS BLVD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,C,,2,RDEAN,2017/11/28 12:56:02+00,3494,1970/01/01 00:00:00+00,,{4B6B103B-F105-41FF-BFC9-49164F068147},,2,Z12,,118.010437546479
28,,2264,K,2280,K,2263,K,2279,K, , ,U,,,19990120,19990510, ,0, , ,0,3495, ,805,8985,OAKHAVEN,DR,,,,M,OAKHAVEN DR,OAKHAVEN DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:56:03+00,3495,1970/01/01 00:00:00+00,,{6934FC32-5D4D-4C38-AA4D-7454A17C1ABC},,1,Z12,,64.8957143098864
29,,2222,K,2262,K,2221,K,2261,K, , ,U,,,19990120,20010223, ,0, , ,0,3496, ,805,8986,OAKHAVEN,DR,,,,M,OAKHAVEN DR,OAKHAVEN DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:56:03+00,3496,1970/01/01 00:00:00+00,,{C775D8C3-A469-4E40-B78C-DDE5DA2BB72A},,1,Z12,,144.293975755562
30,,2446,K,2454,K,2447,K,2455,K, , ,3,,,19981102,20010621, ,0, , ,0,3497, ,1304,8987,WESTOAK TRAILS,BLVD,,,,M,WESTOAK TRAILS BLVD,WESTOAK TRAILS BLVD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,C,,2,RDEAN,2017/11/28 12:56:04+00,3497,1970/01/01 00:00:00+00,,{FA6C39B7-E7F7-4E79-9CC9-044D5B995164},,2,Z12,,80.9027619451625
31,,2480,K,2548,K,2481,K,2549,K, , ,3,,,19970711,20040720, ,0, , ,0,3498, ,1304,8877,WESTOAK TRAILS,BLVD,,,,M,WESTOAK TRAILS BLVD,WESTOAK TRAILS BLVD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,C,,2,RDEAN,2017/11/28 12:56:04+00,3498,1970/01/01 00:00:00+00,,{97F83391-6085-4A4F-B9BA-A59DFC7E3B0C},,2,Z12,,237.114725583452
32,,2456,K,2478,K,2457,K,2479,K, , ,3,,,19981102,20010621, ,0, , ,0,3499, ,1304,8988,WESTOAK TRAILS,BLVD,,,,M,WESTOAK TRAILS BLVD,WESTOAK TRAILS BLVD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,C,,2,RDEAN,2017/11/28 12:56:05+00,3499,1970/01/01 00:00:00+00,,{1A38028E-0805-4917-B221-67ADE89BEC69},,2,Z12,,74.3887502428152
33,,2112,K,2190,K,2113,K,2191,K, , ,4,,,19980506,20010619, ,0, , ,0,3500, ,106,8989,BLOOMFIELD,DR,,,,M,BLOOMFIELD DR,BLOOMFIELD DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,O,,2,RDEAN,2017/11/28 12:22:45+00,3500,1970/01/01 00:00:00+00,,{B5306AA6-7415-4F4E-9397-4078BC393F2B},,1,Z12,,213.407516183499
34,,2218,K,2232,K,2219,K,2233,K, , ,U,,,19981102,19981102, ,0, , ,0,3501, ,599,8991,KINGSMILL,CRES,,,,M,KINGSMILL CRES,KINGSMILL CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:05+00,3501,1970/01/01 00:00:00+00,,{7F5D9C25-B8C3-4EF3-BC34-789430CFB8FA},,2,P28,,66.7602686584022
35,,2224,K,2260,K,2225,K,2261,K, , ,U,,,19981102,19990510, ,0, , ,0,3502, ,962,8993,RIVERDALE,PL,,,,M,RIVERDALE PL,RIVERDALE PL,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:33+00,3502,1970/01/01 00:00:00+00,,{70A0D619-9404-4DF8-9439-8E5C7EE2653A},,2,P28,,134.381941018014
36,,2176,K,2218,K,2177,K,2219,K, , ,U,,,19981102,20010223, ,0, , ,0,3503, ,427,8994,GLENGROVE,CRES,,,,M,GLENGROVE CRES,GLENGROVE CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:33+00,3503,1970/01/01 00:00:00+00,,{64999802-4510-4A1C-8E22-B7E139F9B5A1},,2,P27,,199.085534689397
37,,2148,K,2160,K,2149,K,2161,K, , ,U,,,19981102,19981102, ,0, , ,0,3504, ,427,8995,GLENGROVE,CRES,,,,M,GLENGROVE CRES,GLENGROVE CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:06+00,3504,1970/01/01 00:00:00+00,,{353BB1E2-6249-48E4-BE70-0110A9F39C6F},,2,P27,,74.8909449792364
38,,2162,K,2174,K,2163,K,2175,K, , ,U,,,19981102,19990510, ,0, , ,0,3505, ,427,9000,GLENGROVE,CRES,,,,M,GLENGROVE CRES,GLENGROVE CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:08+00,3505,1970/01/01 00:00:00+00,,{846D84C5-E4AC-4D49-83CD-79020F880AD7},,2,P27,,71.9343792901781
39,,2427,K,2473,K,2428,K,2474,K, , ,U,,,19981102,19990510, ,0, , ,0,3506, ,96,9001,BIRKDALE,CRES,,,,M,BIRKDALE CRES,BIRKDALE CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:34+00,3506,1970/01/01 00:00:00+00,,{0614BA3E-56EF-4ADF-BEA2-A846FD6B409C},,2,P27,,191.138064763841
40,,2282,K,2304,K,2281,K,2305,K, , ,U,,,19990120,19990510, ,0, , ,0,3507, ,805,9002,OAKHAVEN,DR,,,,M,OAKHAVEN DR,OAKHAVEN DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:22:45+00,3507,1970/01/01 00:00:00+00,,{E9206CF8-7144-430B-998C-4FCDF1416695},,1,Z12,,74.8453284522992
41,,2306,K,2332,K,2307,K,2331,K, , ,U,,,19990120,19990120, ,0, , ,0,3508, ,805,9003,OAKHAVEN,DR,,,,M,OAKHAVEN DR,OAKHAVEN DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:47:34+00,3508,1970/01/01 00:00:00+00,,{C8A5C2D1-AB65-4B3C-AD2C-13DD0107524E},,1,Z12,,65.0388681478124
42,,2280,K,2302,K,2281,K,2301,K, , ,U,,,19990120,20010223, ,0, , ,0,3509, ,472,9004,GUILDSTONE,CRES,,,,M,GUILDSTONE CRES,GUILDSTONE CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:35+00,3509,1970/01/01 00:00:00+00,,{66421389-0907-49DD-869D-AA5652E64DF8},,2,P28,,62.1031842035224
43,,1318,K,1356,K,1317,K,1357,K, , ,U,,,19990120,20010223, ,0, , ,0,3510, ,432,9005,GLENROSE,CRES,,,,M,GLENROSE CRES,GLENROSE CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:30:54+00,3510,1970/01/01 00:00:00+00,,{75CCDF84-ABB4-4ED0-84A0-CA50E93B2FC0},,2,P28,,103.054087678177
44,,1384,K,1490,K,1383,K,1489,K, , ,U,,,19990120,19990630, ,0, , ,0,3511, ,1178,9006,THORNCREST,CRES,,,,M,THORNCREST CRES,THORNCREST CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:09+00,3511,1970/01/01 00:00:00+00,,{372322D7-BE2A-43FB-BCD9-D252720412A3},,2,P28,,353.494644320952
45,,1236,K,1282,K,1235,K,1283,K, , ,U,,,19990120,19990630, ,0, , ,0,3512, ,432,9009,GLENROSE,CRES,,,,M,GLENROSE CRES,GLENROSE CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:30:55+00,3512,1970/01/01 00:00:00+00,,{58041F5D-DE68-4E3C-AE5A-8411F883AA25},,2,P28,,131.152562860991
46,,1284,K,1316,K,1285,K,1315,K, , ,U,,,19990120,19990630, ,0, , ,0,3513, ,432,9010,GLENROSE,CRES,,,,M,GLENROSE CRES,GLENROSE CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:09+00,3513,1970/01/01 00:00:00+00,,{B809153D-6ADB-49C1-9341-95776CB21490},,2,P28,,65.0100699455546
47,,1358,K,1378,K,1359,K,1379,K, , ,U,,,19990120,19990630, ,0, , ,0,3514, ,432,9011,GLENROSE,CRES,,,,M,GLENROSE CRES,GLENROSE CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:35+00,3514,1970/01/01 00:00:00+00,,{30D6B212-563D-47B7-9EDE-71E9AB6C4C7E},,2,P28,,65.2196758157751
48,,2404,K,2420,K,2405,K,2421,K, , ,U,,,19990120,20010223, ,0, , ,0,3515, ,472,9012,GUILDSTONE,CRES,,,,M,GUILDSTONE CRES,GUILDSTONE CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:30:55+00,3515,1970/01/01 00:00:00+00,,{C284BB51-9FF9-42D5-8BC5-1D15C223B060},,2,P28,,67.7986718117283
49,,2304,K,2402,K,2303,K,2403,K, , ,U,,,19990120,20010223, ,0, , ,0,3516, ,472,9013,GUILDSTONE,CRES,,,,M,GUILDSTONE CRES,GUILDSTONE CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:36+00,3516,1970/01/01 00:00:00+00,,{0D36895C-57C5-4A65-9B6C-4BD59126909A},,2,P28,,236.15218359671
50,,2238,K,2258,K,2239,K,2259,K, , ,U,,,19991006,20010223, ,0, , ,0,3517, ,400,9017,GALLOWAY,DR,,,,M,GALLOWAY DR,GALLOWAY DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:30:56+00,3517,1970/01/01 00:00:00+00,,{F967E6A2-E64E-44FE-A3BC-74F620A63DAA},,2,P22,,88.9276790761226
51,,1225,K,1245,K,1226,K,1246,K, , ,U,,,19991006,20010223, ,0, , ,0,3518, ,447,9019,GRACE,DR,,,,M,GRACE DR,GRACE DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:30:56+00,3518,1970/01/01 00:00:00+00,,{8A2DEBE7-716C-4382-BF51-27C387DEED3E},,2,P22,,89.1709204363706
52,,1283,K,1309,K,1284,K,1310,K, , ,U,,,19960409,19991006, ,0,5907, ,3,3519,02980,74,2147,BAYSHIRE,DR,,,,M,BAYSHIRE DR,BAYSHIRE DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,O,,2,RDEAN,2017/11/28 12:56:06+00,3519,1970/01/01 00:00:00+00,,{4EF3F17A-D4B1-4014-A2A3-DA785BB59263},,2,Z15,,146.14149719166
53,,2172,K,2234,K,2173,K,2235,K, , ,4,,,19991006,19991006, ,0, , ,0,3520, ,1677,9020,NORTH RIDGE,TRAIL,,,,M,NORTH RIDGE TRAIL,NORTH RIDGE TRAIL,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,C,,2,RDEAN,2017/11/28 12:30:57+00,3520,1970/01/01 00:00:00+00,,{0F731ED9-D089-44C6-9BA2-65968907A2F9},,2,,,280.239874804904
54,,2270,K,2306,K,2271,K,2307,K, , ,U,,,19991006,20010223, ,0, , ,0,3521, ,594,9022,KINGFISHER,CRT,,,,M,KINGFISHER CRT,KINGFISHER CRT,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:13:10+00,3521,1970/01/01 00:00:00+00,,{9A68C7A7-CDFE-4DFF-AC98-0024D5400B06},,2,P28,,123.970797409283
55,,2386,K,2450,K,2377,K,2439,K, , ,U,,,19980529,19991006, ,0, , ,0,3522, ,1229,9024,VALLEY HEIGHTS,CRES,,,,M,VALLEY HEIGHTS CRES,VALLEY HEIGHTS CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:07+00,3522,1970/01/01 00:00:00+00,,{CA75092D-69C8-4836-901F-556CBC9AA3BC},,2,P26,,451.17342439155
56,,2350,K,2372,K,2351,K,2373,K, , ,U,,,19980602,19980602, ,0, , ,0,3523, ,1231,9027,VALLEY STREAM,PL,,,,M,VALLEY STREAM PL,VALLEY STREAM PL,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:22:46+00,3523,1970/01/01 00:00:00+00,,{5CA8EA7C-1E06-4D24-81B5-586E33E39D12},,2,P26,,158.674118236554
57,,2414,K,2448,K,2415,K,2447,K, , ,U,,,19980602,20010223, ,0, , ,0,3524, ,1228,9028,VALLEY FOREST,WAY,,,,M,VALLEY FOREST WAY,VALLEY FOREST WAY,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:47:36+00,3524,1970/01/01 00:00:00+00,,{8FD132BA-2A48-4030-BDCD-766CEB0038EE},,2,P26,,160.665864500331
58,,2314,K,2412,K,2315,K,2413,K, , ,U,,,19980602,20010223, ,0, , ,0,3525, ,1228,9029,VALLEY FOREST,WAY,,,,M,VALLEY FOREST WAY,VALLEY FOREST WAY,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:56:07+00,3525,1970/01/01 00:00:00+00,,{3F9FEA2A-3C44-403D-8791-8AF4928FF07F},,2,P26,,369.620487523868
59,,1000,K,1060,K,,K,,K, , ,U,,,19980602,19991006, ,0, , ,0,3527, ,1226,9031,VALLEY CREST,CIR,,,,M,VALLEY CREST CIR,VALLEY CREST CIR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:30:57+00,3527,1970/01/01 00:00:00+00,,{87D10A06-0F51-4D17-99E3-4D4EF514D738},,2,P26,,172.668642142579
60,,24,K,94,K,37,K,93,K, , ,U,,,19990113,19991014, ,0, , ,0,3528, ,1064,9032,SHOREWOOD,PL,,,,M,SHOREWOOD PL,SHOREWOOD PL,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:22:46+00,3528,1970/01/01 00:00:00+00,,{B04CDDF5-A9E7-4FF3-93D6-516FACCCCFF3},,2,P3,,263.74371147346
