OBJECTID,STREET_DIR,L_LADD,L_LSRC,L_HADD,L_HSRC,R_LADD,R_LSRC,R_HADD,R_HSRC,L_POSTAL,R_POSTAL,STREET_CLA,ONEWAY,ONEWAY_DIR,DATA_ADD1,DATE_EDIT,COMMENTS,WIDTH,GGM_ID,STATUS,CHECK_,SECT_NO,SECT_OLD,ROAD_NAME_ID,SEGMENT_ID,STREET_NAME,STREET_TYPE,STREET_DIR_PREFIX,STREET_TYPE_PREFIX,ALIAS_ST_D,JURISDICTION,FULL_STREET_NAME,ROUTE,L_MUNC_ID,R_MUNC_ID,L_MUNC_FULL,R_MUNC_FULL,END_DATE,ENG_CLASS,SPEED_LIMIT,HEIGHT_LIMIT,PLAN_CLASS,WEIGHT_LIMIT,PLOW_PR,ENTRY_UID,ENTRY_WHEN,GISID,DATA_ADD,TOP_ALIAS,GLOBALID,PARENTID,NUM_PASSES,WINTER_ZON,ResurfacingStage,SHAPESTLength
4671,,1100,K,1128,K,1101,K,1129,K, , ,U,,,19960409,19990216, ,0,6414, ,3,2241,10920,757,3676,MONTROSE ABBEY,DR,,,,M,MONTROSE ABBEY DR,MONTROSE ABBEY DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:45:11+00,2241,1970/01/01 00:00:00+00,,{4CA1C9C4-7B62-465A-900D-F570B061309A},,1,Z7,,118.111042492018
4672,,1090,K,1136,K,1101,K,1119,K, , ,U,,,19960409,19990216, ,0,6413, ,3,2242,10960,793,3693,NOTLEY,CRES,,,,M,NOTLEY CRES,NOTLEY CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:45:11+00,2242,1970/01/01 00:00:00+00,,{298285F7-4CBD-4BCC-82F6-C07658FBCB97},,2,P15,,288.693092808875
4673,,1130,K,1158,K,1131,K,1159,K, , ,U,,,19960409,19990216, ,0,7028, ,3,2243, ,757,3649,MONTROSE ABBEY,DR,,,,M,MONTROSE ABBEY DR,MONTROSE ABBEY DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 13:02:03+00,2243,1970/01/01 00:00:00+00,,{2BC70391-9678-4E75-8D00-344D271E99F1},,1,Z7,,129.306299540502
4674,,1200,K,1248,K,1201,K,1249,K, , ,U,,,19960409, , ,0,6824, ,3,2244, ,757,3618,MONTROSE ABBEY,DR,,,,M,MONTROSE ABBEY DR,MONTROSE ABBEY DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:33:03+00,2244,1970/01/01 00:00:00+00,,{655B4CFD-4ADB-4CD0-AC29-038BA08C08EF},,1,Z7,,85.7695441992836
4675,,510,K,530,K,509,K,529,K, , ,U,,,19960409,20010223, ,0,6832, ,3,2245,11060,889,3594,PIPERS,GREEN,,,,M,PIPERS GREEN,PIPERS GREEN,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:02:04+00,2245,1970/01/01 00:00:00+00,,{A3D9A352-1B67-4A04-B7B5-730F3F18F61F},,2,P15,,69.5260030435105
4676,,488,K,516,K,483,K,507,K, , ,U,,,19960409, , ,0,7029, ,3,2246,11050,891,3600,PLEASANT VIEW,CRT,,,,M,PLEASANT VIEW CRT,PLEASANT VIEW CRT,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:02:04+00,2246,1970/01/01 00:00:00+00,,{29184654-0DE4-44AD-84C5-0DFFA856BC73},,2,P15,,110.12958918743
4677,,518,K,530,K,509,K,529,K, , ,U,,,19960409,20010223, ,0,6825, ,3,2247,11050,891,3617,PLEASANT VIEW,CRT,,,,M,PLEASANT VIEW CRT,PLEASANT VIEW CRT,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:54:32+00,2247,1970/01/01 00:00:00+00,,{69B6FCBA-215F-42D6-B9B8-C433ADD02EE5},,2,P15,,102.27916403806
4678,,1160,K,1198,K,1161,K,1199,K, , ,U,,,19960409,19990216, ,0,6820, ,3,2248, ,757,3648,MONTROSE ABBEY,DR,,,,M,MONTROSE ABBEY DR,MONTROSE ABBEY DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:54:32+00,2248,1970/01/01 00:00:00+00,,{B34B903C-00B8-42FD-93B9-44D676E6F945},,1,Z7,,172.423756461379
4679,,1224,K,1324,K,1225,K,1325,K, , ,U,,,19960409,19990216, ,0,6829, ,3,2249,11070,814,3601,OLD BRIDLE,PATH,,,,M,OLD BRIDLE PATH,OLD BRIDLE PATH,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:45:12+00,2249,1970/01/01 00:00:00+00,,{54099F11-A557-42FD-9ED1-E7992A9DD96A},,2,P15,,386.601935915789
4680,,1008,K,1036,K,1005,K,1035,K, , ,U,,,19960409,20010223, ,0,5950, ,3,2250,11020,799,3596,OAK MEADOW,RD,,,,M,OAK MEADOW RD,OAK MEADOW RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:54:33+00,2250,1970/01/01 00:00:00+00,,{15117E89-3EAB-4B4C-9BE9-3CE4AB0FDF1D},,1,Z7,,251.404329479836
4681,,1008,K,1098,K,1003,K,1099,K, , ,U,,,19960409, , ,0,7274, ,3,1996,12520,1299,8117,WESTDALE,RD,,,,M,WESTDALE RD,WESTDALE RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:54:33+00,1996,1970/01/01 00:00:00+00,,{945ED144-90CE-4246-900C-BD13093234D2},,2,P3,,205.947634414427
4682,,140,K,198,K,141,K,201,K, , ,U,,,19960409,19990215, ,0,5861, ,3,1997,05840,1318,4318,WILDER,DR,,,,M,WILDER DR,WILDER DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:54:34+00,1997,1970/01/01 00:00:00+00,,{954CCCFE-23FE-4FFC-90BD-980AE7597013},,2,P3,,291.627519243357
4683,,120,K,160,K,121,K,161,K, , ,U,,,19960409,19990215, ,0,7365, ,3,1998,06500,1092,4109,SPARLING,CRT,,,,M,SPARLING CRT,SPARLING CRT,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:02:05+00,1998,1970/01/01 00:00:00+00,,{EB145B88-E76D-45C6-878E-C4C8BAB4F623},,2,P3,,149.578521344101
4684,,536,K,568,K,537,K,569,K, , ,1,,,19960409,19990215, ,0,7354, ,3,1999,00220,930,4139,REBECCA,ST,,,,M,REBECCA ST,REBECCA ST,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,R,,1,RDEAN,2017/11/28 12:45:12+00,1999,1970/01/01 00:00:00+00,,{194713EB-1389-495F-BBAF-58963D0DE6BB},,2,R1,,204.852865875404
4685,,121,K,185,K,120,K,186,K, , ,U,,,19960409, , ,0,6107, ,3,2000,06580,1046,8495,SHANLEY,TERR,,,,M,SHANLEY TERR,SHANLEY TERR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:02:05+00,2000,1970/01/01 00:00:00+00,,{2D5BD79E-2E5A-4500-9ED6-C55A4F502D86},,2,P10,,203.784853801788
4686,,580,K,580,K, ,K, ,K, , ,U,,,19960409,20010223, ,0,6108, ,3,2001,06590,859,4140,PATRICIA,DR,,,,M,PATRICIA DR,PATRICIA DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,3,RDEAN,2017/11/28 13:02:06+00,2001,1970/01/01 00:00:00+00,,{E9AE2DA4-2AB1-4AB0-B203-CBF0159F47C0},,2,P10,,50.9051952927702
4687,,550,K,578,K,551,K,583,K, , ,U,,,19960409, , ,0,5714, ,3,2002,06590,859,4132,PATRICIA,DR,,,,M,PATRICIA DR,PATRICIA DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:02:06+00,2002,1970/01/01 00:00:00+00,,{3FFB6567-4E1B-45AD-B82E-4F6700B19BC7},,2,P10,,211.185261867905
4688,,452,K,480,K,451,K,481,K, , ,4,,,19960409, , ,0,7368, ,3,2003,01240,382,4097,FOURTH,LINE,,,,M,FOURTH LINE,FOURTH LINE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,O,,1,RDEAN,2017/11/28 12:54:34+00,2003,1970/01/01 00:00:00+00,,{30013ECA-5AC4-466F-9332-40943B35535C},,2,Z3,,100.666586656693
4689,,482,K,550,K,483,K,551,K, , ,4,,,19960409,20010223, ,0,7373, ,3,2004,01242,382,4077,FOURTH,LINE,,,,M,FOURTH LINE,FOURTH LINE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,40,,O,,1,RDEAN,2017/11/28 12:54:35+00,2004,1970/01/01 00:00:00+00,,{FD85C378-CAB1-4A65-A028-7360CF2EB701},,2,Z3,,280.348778016686
4690,,1000,K,1048,K,1001,K,1049,K, , ,4,,,19960409,19990215, ,0,7363, ,3,2005,00326,133,4112,BRIDGE,RD,,,,M,BRIDGE RD,BRIDGE RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,40,,O,,2,RDEAN,2017/11/28 12:33:03+00,2005,1970/01/01 00:00:00+00,,{47EA61EF-2DE0-4FBD-A664-42FBBAC91707},,2,Z3,,186.38427091856
4691,,600,K,616,K,599,K,615,K, , ,U,,,19960409,20010223, ,0,7374, ,3,2006,06570,856,4076,PARKSIDE,DR,,,,M,PARKSIDE DR,PARKSIDE DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:02:07+00,2006,1970/01/01 00:00:00+00,,{1C2BE77B-9668-4679-AD8D-21DC967DC3E5},,2,P10,,152.830344193625
4692,,244,K,288,K,245,K,289,K, , ,U,,,19960409,19990215, ,0,7375, ,3,2007,06550,1287,4065,WELDON,AVE,,,,M,WELDON AVE,WELDON AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:45:13+00,2007,1970/01/01 00:00:00+00,,{84A71BF9-C308-4E6A-BCFC-C928F3C18556},,2,P10,,199.257748201996
4693,,570,K,598,K,571,K,597,K, , ,U,,,19960409,19990215, ,0,7381, ,3,2008,06570,856,8493,PARKSIDE,DR,,,,M,PARKSIDE DR,PARKSIDE DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:54:35+00,2008,1970/01/01 00:00:00+00,,{889CC190-7998-49CB-9E9E-515A31B4AE35},,2,P10,,92.2872543023486
4694,,280,K,328,K,281,K,329,K, , ,U,,,19960409,20010223, ,0,5859, ,3,2009,06750,1345,3946,WOODALE,AVE,,,,M,WOODALE AVE,WOODALE AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:45:13+00,2009,1970/01/01 00:00:00+00,,{3BC70100-B2DC-42F4-A9ED-747CE4A00588},,2,P10,,221.59172056961
4695,,450,K,472,K,451,K,473,K, , ,U,,,19960409, , ,0,5860, ,3,2010,06670,147,3966,BROOKSIDE,DR,,,,M,BROOKSIDE DR,BROOKSIDE DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:02:07+00,2010,1970/01/01 00:00:00+00,,{51A546AC-A84D-4BE7-BB5A-95ECB2029354},,2,P10,,97.4478904029673
4696,,280,K,298,K,279,K,299,K, , ,U,,,19960409, , ,0,5715, ,3,2011,06730,45,3967,ASHBURY,RD,,,,M,ASHBURY RD,ASHBURY RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:54:36+00,2011,1970/01/01 00:00:00+00,,{FBDF113C-B973-4BC3-92F6-CD8592CF3EA3},,2,P10,,111.151875125942
4697,,478,K,526,K,479,K,525,K, , ,U,,,19960409,20010223, ,0,7405, ,3,2012,06700,1202,3989,TRILLIUM,DR,,,,M,TRILLIUM DR,TRILLIUM DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:02:08+00,2012,1970/01/01 00:00:00+00,,{F8F84483-5038-4147-ACC9-5B5D63707165},,2,P10,,241.688938399725
4698,,474,K,518,K,475,K,519,K, , ,U,,,19960409, , ,0,7399, ,3,2013,06670,147,4003,BROOKSIDE,DR,,,,M,BROOKSIDE DR,BROOKSIDE DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:54:36+00,2013,1970/01/01 00:00:00+00,,{16B71966-7708-4CD8-B4E7-1AF3473C0CA0},,2,P10,,168.843776836875
4699,,520,K,528,K,521,K,529,K, , ,U,,,19960409, , ,0,7395, ,3,2014,06660,147,4012,BROOKSIDE,DR,,,,M,BROOKSIDE DR,BROOKSIDE DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:45:14+00,2014,1970/01/01 00:00:00+00,,{BDE538EF-436D-419E-91BE-66C9C01F9514},,1,Z4,,51.4223128286844
4700,,210,K,242,K,211,K,243,K, , ,U,,,19960409,20010223, ,0,7402, ,3,2015,06750,1345,3998,WOODALE,AVE,,,,M,WOODALE AVE,WOODALE AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:45:14+00,2015,1970/01/01 00:00:00+00,,{D9BB2D2E-627F-4976-8ED8-87162785EF37},,2,P10,,154.194958541924
4701,,244,K,278,K,245,K,279,K, , ,U,,,19960409,19990215, ,0,7412, ,3,2016,06750,1345,3970,WOODALE,AVE,,,,M,WOODALE AVE,WOODALE AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:02:08+00,2016,1970/01/01 00:00:00+00,,{8DEBF785-EAD6-42C3-9934-A63FB47BA02E},,2,P10,,100.340946462386
4702,,230,K,248,K,231,K,249,K, , ,U,,,19960409,20010223, ,0,7386, ,3,2017,06640,157,4040,BURTON,RD,,,,M,BURTON RD,BURTON RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 12:45:15+00,2017,1970/01/01 00:00:00+00,,{69489A57-612C-43AC-8B78-4BBE86570FE5},,1,Z4,,90.3899736917193
4703,,200,K,228,K,201,K,229,K, , ,U,,,19960409,20010223, ,0,7382, ,3,2018,06640,157,4050,BURTON,RD,,,,M,BURTON RD,BURTON RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 13:02:09+00,2018,1970/01/01 00:00:00+00,,{C0D69850-E0D7-4E9C-8777-5E5A5ED0B47B},,1,Z4,,99.6529450141695
4704,,512,K,548,K,511,K,549,K, , ,U,,,19960409, , ,0,6343, ,3,2019,06590,859,4087,PATRICIA,DR,,,,M,PATRICIA DR,PATRICIA DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:45:15+00,2019,1970/01/01 00:00:00+00,,{5ABF946A-DF40-4990-8D42-75EE2FB5483D},,2,P10,,168.886897506194
4705,,462,K,520,K,461,K,521,K, , ,U,,,19960409,19990215, ,0,5795, ,3,2020,06620,574,4039,JEANETTE,DR,,,,M,JEANETTE DR,JEANETTE DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:45:16+00,2020,1970/01/01 00:00:00+00,,{0C8FF116-2301-4212-9413-CB76134CDD53},,2,P10,,261.457634541225
4706,,448,K,460,K, ,K, ,K, , ,U,,,19960409,19990215, ,0,6375, ,3,2021,06620,574,4010,JEANETTE,DR,,,,M,JEANETTE DR,JEANETTE DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:02:09+00,2021,1970/01/01 00:00:00+00,,{810CBB4F-8C18-4728-B588-32C723752B46},,2,P10,,57.8944794869759
4707,,450,K,510,K,451,K,509,K, , ,U,,,19960409,20010223, ,0,7383, ,3,2022,06590,859,4049,PATRICIA,DR,,,,M,PATRICIA DR,PATRICIA DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:54:37+00,2022,1970/01/01 00:00:00+00,,{2485E44F-6715-449F-9F7F-74CA1986ABA6},,2,P10,,243.869487688396
4708,,522,K,550,K,523,K,549,K, , ,U,,,19960409,20010223, ,0,7378, ,3,2023,06620,574,4059,JEANETTE,DR,,,,M,JEANETTE DR,JEANETTE DR,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:02:10+00,2023,1970/01/01 00:00:00+00,,{7812EC0E-5CB8-445C-8F15-7494BBB4D96E},,2,P10,,159.148271815671
4709,,180,K,198,K,181,K,199,K, , ,U,,,19960409, , ,0,7376, ,3,2024,06640,157,4063,BURTON,RD,,,,M,BURTON RD,BURTON RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 13:02:10+00,2024,1970/01/01 00:00:00+00,,{857AD062-754B-4ACF-B6BA-3425BD4DC4BE},,1,Z4,,99.7571585925505
4710,,100,K,168,K,101,K,169,K, , ,U,,,19960409,20010223, ,0,7366, ,3,2025,06510,1132,4103,SUFFOLK,AVE,,,,M,SUFFOLK AVE,SUFFOLK AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,,,2,RDEAN,2017/11/28 13:02:11+00,2025,1970/01/01 00:00:00+00,,{2814406A-FF44-481D-B555-DE22E591700E},,1,Z4,,298.347273225227
4711,,480,K,498,K,479,K,499,K, , ,1,,,19960409, , ,0,6109, ,3,2026,00222,930,8497,REBECCA,ST,,,,M,REBECCA ST,REBECCA ST,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,R,,1,RDEAN,2017/11/28 12:45:16+00,2026,1970/01/01 00:00:00+00,,{C225871F-4CCC-4B42-B91B-F6B7DC613DB3},,2,R1,,114.408416633592
4712,,500,K,514,K,501,K,515,K, , ,1,,,19960409,19990215, ,0,6342, ,3,2027,00222,930,4062,REBECCA,ST,,,,M,REBECCA ST,REBECCA ST,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,R,,1,RDEAN,2017/11/28 12:45:17+00,2027,1970/01/01 00:00:00+00,,{0B7108EA-B678-49CE-8C36-5D7FC401DCD3},,2,R1,,48.7009300529947
4713,,516,K,534,K,517,K,535,K, , ,1,,,19960409,19990215, ,0,6341, ,3,2028,00222,930,4084,REBECCA,ST,,,,M,REBECCA ST,REBECCA ST,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,R,,1,RDEAN,2017/11/28 13:02:11+00,2028,1970/01/01 00:00:00+00,,{4FBE320D-4452-4445-BD83-6997DBD37785},,2,R1,,81.0804798242944
4714,,207,I,241,I,206,I,240,K, , ,U,FT,EASTBOUND,19960409,20020226, ,0,5844, ,3,4003,07540,393,3604,FRONT,ST,,,,M,FRONT ST,FRONT ST EASTBOUND,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,40,,,,3,RDEAN,2017/11/28 13:02:12+00,4003,1970/01/01 00:00:00+00,,{B884D7B2-B910-4292-BC08-9581B73217AB},,1,P9,,113.336832807044
4715,,170,K,202,K,171,K,203,K, , ,1,,,19960409,20020226, ,0,5847, ,3,4004,01860,1193,3428,TRAFALGAR,RD,,,,M,TRAFALGAR RD,TRAFALGAR RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,3,50,,R,,1,RDEAN,2017/11/28 12:45:17+00,4004,1970/01/01 00:00:00+00,REGIONAL ROAD 3,{01706A8F-9BE6-47E1-90D0-61456AB3B3CF},,2,R4,,111.53297646152
4716,,210,K,242,K,211,K,243,K, , ,4,,,20020416,20020416, ,0, , ,0,4005, ,259,0,CREEK PATH,AVE,,,,M,CREEK PATH AVE,CREEK PATH AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,O,,2,RDEAN,2017/11/28 12:54:37+00,4005,1970/01/01 00:00:00+00,,{10946E27-8410-46E8-9555-0D54D7B23619},,1,Z1,,127.262227395012
4717,,244,K,264,K,245,K,265,K, , ,4,,,20020416,20020416, ,0, , ,0,4007, ,259,0,CREEK PATH,AVE,,,,M,CREEK PATH AVE,CREEK PATH AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,O,,2,RDEAN,2017/11/28 12:54:38+00,4007,1970/01/01 00:00:00+00,,{9B0E8ADB-0159-4E4F-9AF0-5A0AC1C03A2E},,1,Z1,,78.1525110025127
4718,,3442,K,3464,K,3443,K,3463,K, , ,U,,,20020416,20020416, ,0, , ,0,4009, ,250,0,COTTONTAIL,CRT,,,,M,COTTONTAIL CRT,COTTONTAIL CRT,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:54:38+00,4009,1970/01/01 00:00:00+00,,{5364830B-1917-434C-8A11-B65A47F15161},,2,P1,,99.2086270208305
4719,,192,K,208,K,193,K,209,K, , ,4,,,20020416,20020416, ,0, , ,0,4010, ,259,0,CREEK PATH,AVE,,,,M,CREEK PATH AVE,CREEK PATH AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,O,,2,RDEAN,2017/11/28 12:54:39+00,4010,1970/01/01 00:00:00+00,,{D6707BD8-79E6-4419-A2B6-03EEAD099C93},,1,Z1,,75.6934811783101
4720,,144,K,190,K,145,K,191,K, , ,4,,,20020416,20020416, ,0, , ,0,4011, ,259,0,CREEK PATH,AVE,,,,M,CREEK PATH AVE,CREEK PATH AVE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,O,,2,RDEAN,2017/11/28 12:54:39+00,4011,1970/01/01 00:00:00+00,,{867DB16F-61C8-4765-B5F1-08AB00DE2997},,1,Z1,,162.920507463312
4721,,128,K,256,K,129,K,257,K, , ,U,,,20020416,20020416, ,0, , ,0,4012, ,1163,0,TAWNY,CRES,,,,M,TAWNY CRES,TAWNY CRES,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:02:12+00,4012,1970/01/01 00:00:00+00,,{19D3F7A2-BE97-4302-812D-BC5616EEC04C},,2,P1,,323.48827070385
4722,,3400,K,3420,K,3401,K,3421,K, , ,U,,,20020416,20020416, ,0, , ,0,4013, ,595,0,KINGLET,CRT,,,,M,KINGLET CRT,KINGLET CRT,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:54:40+00,4013,1970/01/01 00:00:00+00,,{09625E02-22A5-4A42-9445-27BC66ADFBA5},,2,P1,,105.422160944302
4723,,490,K,496,K,491,K,495,K, , ,U,,,19970731,20020423, ,0, , ,0,4014, ,471,8845,GROVEHILL,RD,,,,M,GROVEHILL RD,GROVEHILL RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:45:18+00,4014,1970/01/01 00:00:00+00,,{95A28BCC-6422-4933-90D1-AE2756A3D402},,2,P26,,37.6371377495999
4724,,498,K,514,K,497,K,513,K, , ,U,,,19970731,20040812, ,0, , ,0,4015, ,471,8845,GROVEHILL,RD,,,,M,GROVEHILL RD,GROVEHILL RD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 12:33:04+00,4015,1970/01/01 00:00:00+00,,{B6FCEBAC-2BAF-4714-9301-F7703F42A87B},,2,P26,,64.6301579130782
4725,,472,K,532,K,471,K,531,K, , ,U,,,20010522,20020423,Orion 2001 Modifications,0, , ,0,4016, ,506,0,HEATH,ST,,,,M,HEATH ST,HEATH ST,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:02:13+00,4016,1970/01/01 00:00:00+00,,{C37CE8F9-D7FA-4B6A-A6DD-4F7764F2F26C},,2,P26,,180.507922886866
4726,,2180,K,2234,K,2181,K,2235,K, , ,U,,,20020619,20020619, ,0, , ,0,4017, ,24,0,AMBERGLEN,CRT,,,,M,AMBERGLEN CRT,AMBERGLEN CRT,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:02:13+00,4017,1970/01/01 00:00:00+00,,{E8D59BA1-71F6-48A6-AF90-63101BFBEC99},,2,P31,,112.941062905381
4727,,2954,K,2960,K,2955,K,2961,K, , ,3,,,20010530,20020619, ,0, , ,0,4018, ,1304,0,WESTOAK TRAILS,BLVD,,,,M,WESTOAK TRAILS BLVD,WESTOAK TRAILS BLVD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,C,,2,RDEAN,2017/11/28 12:45:18+00,4018,1970/01/01 00:00:00+00,,{19D19171-CF72-4C88-BCB4-D49A01E2228A},,2,Z11,,73.5314230488264
4728,,2962,K,2980,K,2963,K,2979,K, , ,3,,,20010530,20040723, ,0, , ,0,4019, ,1304,0,WESTOAK TRAILS,BLVD,,,,M,WESTOAK TRAILS BLVD,WESTOAK TRAILS BLVD,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,4,50,,C,,2,RDEAN,2017/11/28 12:45:19+00,4019,1970/01/01 00:00:00+00,,{8012B9E2-7596-4084-A24D-EC45201A4457},,2,Z11,,110.50370785585
4729,,1100,K,1140,K,1101,K,1141,K, , ,U,,,20020625,20020625, ,0, , ,0,4020, ,374,0,FOREST MANOR,GATE,,,,M,FOREST MANOR GATE,FOREST MANOR GATE,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,3,RDEAN,2017/11/28 13:02:14+00,4020,1970/01/01 00:00:00+00,,{DFCF8716-1C34-4719-A0A5-89454EE3C857},,2,P26,,177.402054187434
4730,,1128,I,1232,I,1129,I,1231,I, , ,U,,,19980529,20020625, ,0, , ,0,4021, ,961,9026,RIVERBANK,WAY,,,,M,RIVERBANK WAY,RIVERBANK WAY,FCGKZ,FCGKZ,Oakville,Oakville,1970/01/01 00:00:00+00,5,50,,,,2,RDEAN,2017/11/28 12:45:19+00,4021,1970/01/01 00:00:00+00,,{907B17A2-B75F-4AAA-B297-31EAB16B4B4F},,1,Z13,,468.146279996101
